measure,location,sex,age,cause,metric,year,val,upper,lower
YLDs (Years Lived with Disability),England,Male,All ages,Sense organ diseases,Rate,2010,725.9285275,1026.370781,496.0764312
YLDs (Years Lived with Disability),England,Female,All ages,Sense organ diseases,Rate,2010,820.992548,1149.302571,562.6941297
YLDs (Years Lived with Disability),England,Both,All ages,Sense organ diseases,Rate,2010,774.2273034,1090.868285,529.5023728
YLDs (Years Lived with Disability),England,Male,Age-standardized,Sense organ diseases,Rate,2010,539.1004432,761.6563861,369.9130452
YLDs (Years Lived with Disability),England,Female,Age-standardized,Sense organ diseases,Rate,2010,520.3705789,733.6231698,357.0785092
YLDs (Years Lived with Disability),England,Both,Age-standardized,Sense organ diseases,Rate,2010,529.9415541,746.0018699,361.6657447
YLDs (Years Lived with Disability),South East England,Male,All ages,Nutritional deficiencies,Number,2010,5252.107236,7979.683793,3213.957694
YLDs (Years Lived with Disability),South East England,Female,All ages,Nutritional deficiencies,Number,2010,8369.942132,12023.89745,5411.834274
YLDs (Years Lived with Disability),South East England,Both,All ages,Nutritional deficiencies,Number,2010,13622.04937,19176.00183,8909.024659
YLDs (Years Lived with Disability),South East England,Male,All ages,Nutritional deficiencies,Rate,2010,123.1759914,187.1449722,75.37592201
YLDs (Years Lived with Disability),South East England,Female,All ages,Nutritional deficiencies,Rate,2010,189.6352991,272.4218821,122.6143258
YLDs (Years Lived with Disability),South East England,Both,All ages,Nutritional deficiencies,Rate,2010,156.9792817,220.9825345,102.6668054
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Nutritional deficiencies,Rate,2010,132.1796267,207.5624684,78.56938108
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Nutritional deficiencies,Rate,2010,203.3760494,292.9981603,127.7951299
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Nutritional deficiencies,Rate,2010,167.627093,237.9045678,107.4184789
YLDs (Years Lived with Disability),England,Male,All ages,Chronic respiratory diseases,Number,2010,204635.0194,254031.6421,157785.5944
YLDs (Years Lived with Disability),England,Female,All ages,Chronic respiratory diseases,Number,2010,257581.5825,335258.6818,188454.2195
YLDs (Years Lived with Disability),England,Both,All ages,Chronic respiratory diseases,Number,2010,462216.6018,585285.6684,346817.4468
YLDs (Years Lived with Disability),England,Male,All ages,Chronic respiratory diseases,Rate,2010,780.4213999,968.806465,601.7506431
YLDs (Years Lived with Disability),England,Female,All ages,Chronic respiratory diseases,Rate,2010,951.1545858,1237.987707,695.8925144
YLDs (Years Lived with Disability),England,Both,All ages,Chronic respiratory diseases,Rate,2010,867.1650895,1098.055104,650.6646041
YLDs (Years Lived with Disability),England,Male,Age-standardized,Chronic respiratory diseases,Rate,2010,625.2095318,798.5649695,472.5071823
YLDs (Years Lived with Disability),England,Female,Age-standardized,Chronic respiratory diseases,Rate,2010,735.1311658,991.8417515,524.1464346
YLDs (Years Lived with Disability),England,Both,Age-standardized,Chronic respiratory diseases,Rate,2010,677.3208283,892.6988845,496.2675171
YLDs (Years Lived with Disability),South East England,Male,All ages,Sense organ diseases,Number,2010,33073.57392,46655.82426,22552.09534
YLDs (Years Lived with Disability),South East England,Female,All ages,Sense organ diseases,Number,2010,34978.13244,49117.4592,24082.37999
YLDs (Years Lived with Disability),South East England,Both,All ages,Sense organ diseases,Number,2010,68051.70637,95941.41884,46772.89122
YLDs (Years Lived with Disability),South East England,Male,All ages,Sense organ diseases,Rate,2010,775.6639526,1094.204126,528.9070801
YLDs (Years Lived with Disability),South East England,Female,All ages,Sense organ diseases,Rate,2010,792.4891839,1112.839721,545.6273486
YLDs (Years Lived with Disability),South East England,Both,All ages,Sense organ diseases,Rate,2010,784.2217934,1105.620352,539.0066259
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Sense organ diseases,Rate,2010,559.6026896,794.3824885,381.1276424
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Sense organ diseases,Rate,2010,483.6871932,683.8603706,331.783275
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Sense organ diseases,Rate,2010,520.4937539,735.0632328,355.7829328
YLDs (Years Lived with Disability),England,Male,All ages,Transport injuries,Number,2010,28967.96603,38560.51623,20487.56723
YLDs (Years Lived with Disability),England,Female,All ages,Transport injuries,Number,2010,16374.05565,21640.42555,11598.23079
YLDs (Years Lived with Disability),England,Both,All ages,Transport injuries,Number,2010,45342.02168,60203.86333,32080.00126
YLDs (Years Lived with Disability),England,Male,All ages,Transport injuries,Rate,2010,110.4758153,147.0591502,78.13391838
YLDs (Years Lived with Disability),England,Female,All ages,Transport injuries,Rate,2010,60.46339949,79.91017761,42.82802481
YLDs (Years Lived with Disability),England,Both,All ages,Transport injuries,Rate,2010,85.06621815,112.9485361,60.18532665
YLDs (Years Lived with Disability),England,Male,Age-standardized,Transport injuries,Rate,2010,88.77722013,118.165387,62.3636059
YLDs (Years Lived with Disability),England,Female,Age-standardized,Transport injuries,Rate,2010,46.56117498,61.77309154,32.98772052
YLDs (Years Lived with Disability),England,Both,Age-standardized,Transport injuries,Rate,2010,67.2311689,89.4040237,47.43452399
YLDs (Years Lived with Disability),South East England,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,562.5458704,922.5056647,297.6465445
YLDs (Years Lived with Disability),South East England,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,887.123143,1436.881148,535.5703063
YLDs (Years Lived with Disability),South East England,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,1449.669013,2284.469545,866.2992815
YLDs (Years Lived with Disability),South East England,Male,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,13.1932084,21.63523035,6.980609223
YLDs (Years Lived with Disability),South East England,Female,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,20.09928623,32.55499046,12.13425776
YLDs (Years Lived with Disability),South East England,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,16.70585639,26.32602325,9.98315564
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,11.01650435,17.93294097,5.854376709
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,18.68930519,30.02915046,11.4280916
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,14.87642089,23.32582812,9.184285496
YLDs (Years Lived with Disability),South East England,Male,All ages,Respiratory infections and tuberculosis,Number,2010,5035.960962,7772.026509,3094.887353
YLDs (Years Lived with Disability),South East England,Female,All ages,Respiratory infections and tuberculosis,Number,2010,4914.256099,7516.834249,3047.358121
YLDs (Years Lived with Disability),South East England,Both,All ages,Respiratory infections and tuberculosis,Number,2010,9950.217062,15262.73069,6152.912568
YLDs (Years Lived with Disability),South East England,Male,All ages,Respiratory infections and tuberculosis,Rate,2010,118.106782,182.2748523,72.58340337
YLDs (Years Lived with Disability),South East England,Female,All ages,Respiratory infections and tuberculosis,Rate,2010,111.3408445,170.3066866,69.04309011
YLDs (Years Lived with Disability),South East England,Both,All ages,Respiratory infections and tuberculosis,Rate,2010,114.6654138,175.8863469,70.90561555
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,126.6892838,195.0035612,77.40999702
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,122.0732022,187.480257,74.3279484
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,124.3206685,191.1020189,75.70947986
YLDs (Years Lived with Disability),South East England,Male,All ages,Enteric infections,Number,2010,2579.990236,3601.11207,1774.520245
YLDs (Years Lived with Disability),South East England,Female,All ages,Enteric infections,Number,2010,2619.575767,3597.52195,1824.174774
YLDs (Years Lived with Disability),South East England,Both,All ages,Enteric infections,Number,2010,5199.566003,7187.471535,3580.719258
YLDs (Years Lived with Disability),South East England,Male,All ages,Enteric infections,Rate,2010,60.50768595,84.45572979,41.61725583
YLDs (Years Lived with Disability),South East England,Female,All ages,Enteric infections,Rate,2010,59.35095206,81.50798898,41.3297874
YLDs (Years Lived with Disability),South East England,Both,All ages,Enteric infections,Rate,2010,59.91933478,82.82778079,41.2638893
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Enteric infections,Rate,2010,63.323774,89.6185162,43.35023867
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Enteric infections,Rate,2010,56.33932855,79.43815604,38.59788205
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Enteric infections,Rate,2010,59.86362973,84.410954,41.04475161
YLDs (Years Lived with Disability),South East England,Male,All ages,Other infectious diseases,Number,2010,710.7020714,1019.588681,490.4204252
YLDs (Years Lived with Disability),South East England,Female,All ages,Other infectious diseases,Number,2010,867.8661607,1235.370204,594.3789445
YLDs (Years Lived with Disability),South East England,Both,All ages,Other infectious diseases,Number,2010,1578.568232,2259.435727,1104.73269
YLDs (Years Lived with Disability),South East England,Male,All ages,Other infectious diseases,Rate,2010,16.66786841,23.91208729,11.5016734
YLDs (Years Lived with Disability),South East England,Female,All ages,Other infectious diseases,Rate,2010,19.66298648,27.98941671,13.46666765
YLDs (Years Lived with Disability),South East England,Both,All ages,Other infectious diseases,Rate,2010,18.19127949,26.03753576,12.73084097
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Other infectious diseases,Rate,2010,17.00684862,24.67573877,11.58670402
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Other infectious diseases,Rate,2010,20.31918121,29.09470626,13.76532434
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Other infectious diseases,Rate,2010,18.65280658,26.65511836,12.76169888
YLDs (Years Lived with Disability),South East England,Male,All ages,Maternal and neonatal disorders,Number,2010,6025.781714,7618.890462,4607.310056
YLDs (Years Lived with Disability),South East England,Female,All ages,Maternal and neonatal disorders,Number,2010,6940.610738,8652.66829,5387.321412
YLDs (Years Lived with Disability),South East England,Both,All ages,Maternal and neonatal disorders,Number,2010,12966.39245,16331.89912,9986.101571
YLDs (Years Lived with Disability),South East England,Male,All ages,Maternal and neonatal disorders,Rate,2010,141.3207316,178.6834016,108.0537694
YLDs (Years Lived with Disability),South East England,Female,All ages,Maternal and neonatal disorders,Rate,2010,157.2513612,196.0409419,122.0589452
YLDs (Years Lived with Disability),South East England,Both,All ages,Maternal and neonatal disorders,Rate,2010,149.4235499,188.2073486,115.0789437
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Maternal and neonatal disorders,Rate,2010,155.4026651,196.5022538,118.4928583
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Maternal and neonatal disorders,Rate,2010,176.4442049,221.1602154,135.6682952
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Maternal and neonatal disorders,Rate,2010,165.9968361,209.4754619,127.5794013
YLDs (Years Lived with Disability),England,Male,All ages,Unintentional injuries,Number,2010,216798.6067,311352.6002,148990.4092
YLDs (Years Lived with Disability),England,Female,All ages,Unintentional injuries,Number,2010,226296.8933,317356.8655,155556.4915
YLDs (Years Lived with Disability),England,Both,All ages,Unintentional injuries,Number,2010,443095.5,624228.2236,305074.6364
YLDs (Years Lived with Disability),England,Male,All ages,Unintentional injuries,Rate,2010,826.8099599,1187.412755,568.2082375
YLDs (Years Lived with Disability),England,Female,All ages,Unintentional injuries,Rate,2010,835.6316696,1171.882846,574.4132357
YLDs (Years Lived with Disability),England,Both,All ages,Unintentional injuries,Rate,2010,831.2919687,1171.115276,572.3508703
YLDs (Years Lived with Disability),England,Male,Age-standardized,Unintentional injuries,Rate,2010,685.337796,988.2616223,468.6982354
YLDs (Years Lived with Disability),England,Female,Age-standardized,Unintentional injuries,Rate,2010,605.418922,856.447724,415.9257151
YLDs (Years Lived with Disability),England,Both,Age-standardized,Unintentional injuries,Rate,2010,648.3962613,920.5868599,445.529682
YLDs (Years Lived with Disability),South East England,Male,All ages,Chronic respiratory diseases,Number,2010,33480.92702,41630.36112,25843.46884
YLDs (Years Lived with Disability),South East England,Female,All ages,Chronic respiratory diseases,Number,2010,41643.65674,54191.06476,30281.33528
YLDs (Years Lived with Disability),South East England,Both,All ages,Chronic respiratory diseases,Number,2010,75124.58377,94525.1856,56368.9189
YLDs (Years Lived with Disability),South East England,Male,All ages,Chronic respiratory diseases,Rate,2010,785.2174747,976.3435465,606.0986102
YLDs (Years Lived with Disability),South East England,Female,All ages,Chronic respiratory diseases,Rate,2010,943.5079931,1227.790899,686.0752421
YLDs (Years Lived with Disability),South East England,Both,All ages,Chronic respiratory diseases,Rate,2010,865.7290017,1089.299807,649.5903929
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Chronic respiratory diseases,Rate,2010,613.0622487,784.9165286,462.8023349
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Chronic respiratory diseases,Rate,2010,714.458517,966.9620813,507.5667396
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Chronic respiratory diseases,Rate,2010,660.9135215,870.5132745,484.9042747
YLDs (Years Lived with Disability),England,Male,All ages,Substance use disorders,Number,2010,231414.3096,306877.5246,161579.0014
YLDs (Years Lived with Disability),England,Female,All ages,Substance use disorders,Number,2010,95861.11361,125717.3481,67311.22352
YLDs (Years Lived with Disability),England,Both,All ages,Substance use disorders,Number,2010,327275.4232,433305.2166,228581.8753
YLDs (Years Lived with Disability),England,Male,All ages,Substance use disorders,Rate,2010,882.5502107,1170.346054,616.2176488
YLDs (Years Lived with Disability),England,Female,All ages,Substance use disorders,Rate,2010,353.9800359,464.2281913,248.5557326
YLDs (Years Lived with Disability),England,Both,All ages,Substance use disorders,Rate,2010,614.0017916,812.9244068,428.8427148
YLDs (Years Lived with Disability),England,Male,Age-standardized,Substance use disorders,Rate,2010,864.1740935,1140.863821,604.1580223
YLDs (Years Lived with Disability),England,Female,Age-standardized,Substance use disorders,Rate,2010,359.4120499,475.8052088,251.7529074
YLDs (Years Lived with Disability),England,Both,Age-standardized,Substance use disorders,Rate,2010,610.8329808,806.1410813,425.3752218
YLDs (Years Lived with Disability),England,Male,All ages,Diabetes and kidney diseases,Number,2010,231867.0112,312203.0187,163952.8807
YLDs (Years Lived with Disability),England,Female,All ages,Diabetes and kidney diseases,Number,2010,195890.1653,261669.7266,139176.5589
YLDs (Years Lived with Disability),England,Both,All ages,Diabetes and kidney diseases,Number,2010,427757.1765,574295.8633,302686.1052
YLDs (Years Lived with Disability),England,Male,All ages,Diabetes and kidney diseases,Rate,2010,884.2766894,1190.656016,625.270968
YLDs (Years Lived with Disability),England,Female,All ages,Diabetes and kidney diseases,Rate,2010,723.3507429,966.250607,513.9281346
YLDs (Years Lived with Disability),England,Both,All ages,Diabetes and kidney diseases,Rate,2010,802.5157226,1077.437119,567.8697443
YLDs (Years Lived with Disability),England,Male,Age-standardized,Diabetes and kidney diseases,Rate,2010,639.8345365,857.5840564,450.3644935
YLDs (Years Lived with Disability),England,Female,Age-standardized,Diabetes and kidney diseases,Rate,2010,481.6514865,650.0276492,339.9142677
YLDs (Years Lived with Disability),England,Both,Age-standardized,Diabetes and kidney diseases,Rate,2010,557.0420612,748.6555389,392.3847882
YLDs (Years Lived with Disability),South East England,Male,All ages,Digestive diseases,Number,2010,13089.22847,17804.80985,9256.297702
YLDs (Years Lived with Disability),South East England,Female,All ages,Digestive diseases,Number,2010,18078.21862,25238.57508,12682.72138
YLDs (Years Lived with Disability),South East England,Both,All ages,Digestive diseases,Number,2010,31167.44709,42883.1564,22021.32302
YLDs (Years Lived with Disability),South East England,Male,All ages,Digestive diseases,Rate,2010,306.9774896,417.5705116,217.0849899
YLDs (Years Lived with Disability),South East England,Female,All ages,Digestive diseases,Rate,2010,409.5928433,571.8229181,287.3486609
YLDs (Years Lived with Disability),South East England,Both,All ages,Digestive diseases,Rate,2010,359.1708799,494.1816689,253.771762
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Digestive diseases,Rate,2010,239.3963691,327.9109037,169.7299344
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Digestive diseases,Rate,2010,326.9907578,458.7051533,229.5333481
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Digestive diseases,Rate,2010,283.312724,395.2404768,200.0120054
YLDs (Years Lived with Disability),England,Male,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,3507.810708,5393.433923,2025.494934
YLDs (Years Lived with Disability),England,Female,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,5809.236977,9351.890191,3491.389354
YLDs (Years Lived with Disability),England,Both,All ages,HIV/AIDS and sexually transmitted infections,Number,2010,9317.047685,14237.20391,5675.454202
YLDs (Years Lived with Disability),England,Male,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,13.37782043,20.56906616,7.724677804
YLDs (Years Lived with Disability),England,Female,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,21.4513877,34.53311046,12.89242407
YLDs (Years Lived with Disability),England,Both,All ages,HIV/AIDS and sexually transmitted infections,Rate,2010,17.4797237,26.71043436,10.64772605
YLDs (Years Lived with Disability),England,Male,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,11.30520349,17.53495684,6.540360439
YLDs (Years Lived with Disability),England,Female,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,19.84232072,31.36169261,12.13903725
YLDs (Years Lived with Disability),England,Both,Age-standardized,HIV/AIDS and sexually transmitted infections,Rate,2010,15.58500778,23.52468385,9.550512245
YLDs (Years Lived with Disability),England,Male,All ages,Respiratory infections and tuberculosis,Number,2010,31239.48128,47945.70322,19278.03949
YLDs (Years Lived with Disability),England,Female,All ages,Respiratory infections and tuberculosis,Number,2010,30606.12198,46769.99618,18862.85439
YLDs (Years Lived with Disability),England,Both,All ages,Respiratory infections and tuberculosis,Number,2010,61845.60326,94501.90562,38064.50798
YLDs (Years Lived with Disability),England,Male,All ages,Respiratory infections and tuberculosis,Rate,2010,119.1387466,182.8516592,73.52111389
YLDs (Years Lived with Disability),England,Female,All ages,Respiratory infections and tuberculosis,Rate,2010,113.0172157,172.704492,69.65362307
YLDs (Years Lived with Disability),England,Both,All ages,Respiratory infections and tuberculosis,Rate,2010,116.0286062,177.295132,71.41286647
YLDs (Years Lived with Disability),England,Male,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,127.4003332,195.453175,77.90742862
YLDs (Years Lived with Disability),England,Female,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,123.4086021,189.1436158,75.67642617
YLDs (Years Lived with Disability),England,Both,Age-standardized,Respiratory infections and tuberculosis,Rate,2010,125.3306929,192.3149296,76.74014358
YLDs (Years Lived with Disability),England,Male,All ages,Enteric infections,Number,2010,15890.69455,22194.25022,10845.84827
YLDs (Years Lived with Disability),England,Female,All ages,Enteric infections,Number,2010,16112.80764,22076.1301,11143.82548
YLDs (Years Lived with Disability),England,Both,All ages,Enteric infections,Number,2010,32003.50219,44240.53843,21959.59946
YLDs (Years Lived with Disability),England,Male,All ages,Enteric infections,Rate,2010,60.60271662,84.64273555,41.36306736
YLDs (Years Lived with Disability),England,Female,All ages,Enteric infections,Rate,2010,59.4987061,81.51907516,41.15007216
YLDs (Years Lived with Disability),England,Both,All ages,Enteric infections,Rate,2010,60.04180665,82.99972419,41.19842938
YLDs (Years Lived with Disability),England,Male,Age-standardized,Enteric infections,Rate,2010,64.09821929,90.86562615,43.40357131
YLDs (Years Lived with Disability),England,Female,Age-standardized,Enteric infections,Rate,2010,57.17925178,80.39343682,39.01487588
YLDs (Years Lived with Disability),England,Both,Age-standardized,Enteric infections,Rate,2010,60.68299899,85.92174234,41.21053499
YLDs (Years Lived with Disability),England,Male,All ages,Other infectious diseases,Number,2010,4595.8543,6422.547261,3195.219575
YLDs (Years Lived with Disability),England,Female,All ages,Other infectious diseases,Number,2010,5708.300581,8002.184212,3996.242361
YLDs (Years Lived with Disability),England,Both,All ages,Other infectious diseases,Number,2010,10304.15488,14512.08424,7176.445075
YLDs (Years Lived with Disability),England,Male,All ages,Other infectious diseases,Rate,2010,17.52731794,24.49381997,12.18568426
YLDs (Years Lived with Disability),England,Female,All ages,Other infectious diseases,Rate,2010,21.07866651,29.54913987,14.7566616
YLDs (Years Lived with Disability),England,Both,All ages,Other infectious diseases,Rate,2010,19.33163663,27.22613766,13.46373672
YLDs (Years Lived with Disability),England,Male,Age-standardized,Other infectious diseases,Rate,2010,17.75779179,25.51541359,12.22546101
YLDs (Years Lived with Disability),England,Female,Age-standardized,Other infectious diseases,Rate,2010,21.72877831,30.45146537,15.13445883
YLDs (Years Lived with Disability),England,Both,Age-standardized,Other infectious diseases,Rate,2010,19.73135529,27.6785482,13.80981403
YLDs (Years Lived with Disability),England,Male,All ages,Maternal and neonatal disorders,Number,2010,38494.65191,48271.25583,29369.94692
YLDs (Years Lived with Disability),England,Female,All ages,Maternal and neonatal disorders,Number,2010,44395.72327,55030.90863,34253.63179
YLDs (Years Lived with Disability),England,Both,All ages,Maternal and neonatal disorders,Number,2010,82890.37518,103312.1957,63490.70982
YLDs (Years Lived with Disability),England,Male,All ages,Maternal and neonatal disorders,Rate,2010,146.8079619,184.0932269,112.0088593
YLDs (Years Lived with Disability),England,Female,All ages,Maternal and neonatal disorders,Rate,2010,163.9371704,203.2090206,126.4861356
YLDs (Years Lived with Disability),England,Both,All ages,Maternal and neonatal disorders,Rate,2010,155.5107266,193.8241272,119.1149925
YLDs (Years Lived with Disability),England,Male,Age-standardized,Maternal and neonatal disorders,Rate,2010,160.9973135,202.7139708,122.7288816
YLDs (Years Lived with Disability),England,Female,Age-standardized,Maternal and neonatal disorders,Rate,2010,182.5896221,226.1680684,140.6050939
YLDs (Years Lived with Disability),England,Both,Age-standardized,Maternal and neonatal disorders,Rate,2010,171.8525127,214.0967175,131.4936851
YLDs (Years Lived with Disability),South East England,Male,All ages,Musculoskeletal disorders,Number,2010,110691.9813,147435.9647,78616.18434
YLDs (Years Lived with Disability),South East England,Female,All ages,Musculoskeletal disorders,Number,2010,159293.3739,212006.6913,113503.0876
YLDs (Years Lived with Disability),South East England,Both,All ages,Musculoskeletal disorders,Number,2010,269985.3552,360736.4895,191844.6129
YLDs (Years Lived with Disability),South East England,Male,All ages,Musculoskeletal disorders,Rate,2010,2596.02364,3457.768533,1843.760231
YLDs (Years Lived with Disability),South East England,Female,All ages,Musculoskeletal disorders,Rate,2010,3609.062778,4803.372795,2571.605829
YLDs (Years Lived with Disability),South East England,Both,All ages,Musculoskeletal disorders,Rate,2010,3111.287149,4157.095125,2210.800205
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Musculoskeletal disorders,Rate,2010,2051.100408,2733.35068,1460.972519
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Musculoskeletal disorders,Rate,2010,2707.5223,3590.467981,1939.007397
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Musculoskeletal disorders,Rate,2010,2387.783331,3162.53685,1705.904049
YLDs (Years Lived with Disability),South East England,Male,All ages,Other non-communicable diseases,Number,2010,30648.33274,42775.12057,20803.32335
YLDs (Years Lived with Disability),South East England,Female,All ages,Other non-communicable diseases,Number,2010,80572.5505,109562.4703,56025.92804
YLDs (Years Lived with Disability),South East England,Both,All ages,Other non-communicable diseases,Number,2010,111220.8832,150910.3878,77750.48858
YLDs (Years Lived with Disability),South East England,Male,All ages,Other non-communicable diseases,Rate,2010,718.7855468,1003.191224,487.8936899
YLDs (Years Lived with Disability),South East England,Female,All ages,Other non-communicable diseases,Rate,2010,1825.508406,2482.32443,1269.362853
YLDs (Years Lived with Disability),South East England,Both,All ages,Other non-communicable diseases,Rate,2010,1281.699537,1739.077846,895.9896945
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Other non-communicable diseases,Rate,2010,577.1947732,807.4135835,391.6419127
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Other non-communicable diseases,Rate,2010,1588.511494,2183.023385,1104.253261
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Other non-communicable diseases,Rate,2010,1086.068381,1482.741535,761.0084165
YLDs (Years Lived with Disability),South East England,Male,All ages,Self-harm and interpersonal violence,Number,2010,2414.794355,3202.355335,1751.09695
YLDs (Years Lived with Disability),South East England,Female,All ages,Self-harm and interpersonal violence,Number,2010,2193.784953,2780.223048,1677.39672
YLDs (Years Lived with Disability),South East England,Both,All ages,Self-harm and interpersonal violence,Number,2010,4608.579308,5905.233149,3484.405876
YLDs (Years Lived with Disability),South East England,Male,All ages,Self-harm and interpersonal violence,Rate,2010,56.63339978,75.1038156,41.06791679
YLDs (Years Lived with Disability),South East England,Female,All ages,Self-harm and interpersonal violence,Rate,2010,49.70393574,62.9906899,38.00428052
YLDs (Years Lived with Disability),South East England,Both,All ages,Self-harm and interpersonal violence,Rate,2010,53.10885683,68.05138002,40.15398249
YLDs (Years Lived with Disability),South East England,Male,Age-standardized,Self-harm and interpersonal violence,Rate,2010,48.38927276,63.85694121,35.44163061
YLDs (Years Lived with Disability),South East England,Female,Age-standardized,Self-harm and interpersonal violence,Rate,2010,47.04451369,59.94360821,35.72550903
YLDs (Years Lived with Disability),South East England,Both,Age-standardized,Self-harm and interpersonal violence,Rate,2010,47.49838274,60.48856492,35.80096268
YLDs (Years Lived with Disability),England,Male,All ages,All causes,Number,2010,3254365.373,4183264.954,2429997.955
YLDs (Years Lived with Disability),England,Female,All ages,All causes,Number,2010,4114111.535,5322189.579,3046139.592
YLDs (Years Lived with Disability),England,Both,All ages,All causes,Number,2010,7368476.908,9516885.502,5473723.558
YLDs (Years Lived with Disability),England,Male,All ages,All causes,Rate,2010,12411.24998,15953.81622,9267.340514
YLDs (Years Lived with Disability),England,Female,All ages,All causes,Rate,2010,15191.90936,19652.89978,11248.27953
YLDs (Years Lived with Disability),England,Both,All ages,All causes,Rate,2010,13824.00786,17854.63965,10269.25896
YLDs (Years Lived with Disability),England,Male,Age-standardized,All causes,Rate,2010,10500.17084,13539.44429,7807.483838
YLDs (Years Lived with Disability),England,Female,Age-standardized,All causes,Rate,2010,12458.27828,16237.95836,9189.274069
YLDs (Years Lived with Disability),England,Both,Age-standardized,All causes,Rate,2010,11484.19158,14812.79666,8488.573632
YLDs (Years Lived with Disability),England,Male,All ages,Neoplasms,Number,2010,70736.72655,90905.73006,51884.72537
YLDs (Years Lived with Disability),England,Female,All ages,Neoplasms,Number,2010,73263.42642,95639.04951,53744.00269
YLDs (Years Lived with Disability),England,Both,All ages,Neoplasms,Number,2010,144000.153,184496.6479,105912.4682
YLDs (Years Lived with Disability),England,Male,All ages,Neoplasms,Rate,2010,269.7703224,346.6893268,197.8740009
YLDs (Years Lived with Disability),England,Female,All ages,Neoplasms,Rate,2010,270.5350411,353.1600344,198.4569476
YLDs (Years Lived with Disability),England,Both,All ages,Neoplasms,Rate,2010,270.1588498,346.1343698,198.7025013
YLDs (Years Lived with Disability),England,Male,Age-standardized,Neoplasms,Rate,2010,179.2133057,230.790765,131.7209237
YLDs (Years Lived with Disability),England,Female,Age-standardized,Neoplasms,Rate,2010,169.2506779,221.8028794,123.0948233
YLDs (Years Lived with Disability),England,Both,Age-standardized,Neoplasms,Rate,2010,172.0801669,222.6876393,125.7118016
YLDs (Years Lived with Disability),England,Male,All ages,Neurological disorders,Number,2010,205557.8216,365672.2379,101087.9234
YLDs (Years Lived with Disability),England,Female,All ages,Neurological disorders,Number,2010,376533.5614,689363.6184,171745.3487
YLDs (Years Lived with Disability),England,Both,All ages,Neurological disorders,Number,2010,582091.383,1056219.591,275885.6803
YLDs (Years Lived with Disability),England,Male,All ages,Neurological disorders,Rate,2010,783.9407125,1394.572838,385.5213978
YLDs (Years Lived with Disability),England,Female,All ages,Neurological disorders,Rate,2010,1390.400743,2545.567741,634.1927649
